policy_state,policy_deductible,policy_annual_premium,insured_age,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,claim_amount,total_claim_amount,fraud_reported_bin,incident_month,incident_dayofweek,claim_to_premium_ratio
OH,800,929.01,50,FEMALE,Masters,Lawyer,camping,Parked Car,Front,Major Damage,Police,TX,3,3,2,0,Yes,11638.76,21849.27,1,6,4,12.528132097609284
OH,800,874.37,37,OTHER,Masters,Manager,chess,Multi-vehicle Collision,Unknown,Minor Damage,Ambulance,NC,10,2,4,0,No,21171.65,21648.23,0,3,6,24.21360522433295
OH,400,1273.18,67,MALE,PhD,Manager,paintball,Multi-vehicle Collision,Rear,Minor Damage,Police,PA,5,1,0,0,Yes,13103.23,14134.86,0,11,0,10.291734083161845
OH,500,1473.22,43,FEMALE,College,Doctor,paintball,Vehicle Theft,Unknown,Total Loss,Police,IL,14,3,3,4,Yes,8729.17,16405.23,0,12,3,5.9252318051614825
IL,400,1443.96,72,OTHER,College,Technician,reading,Multi-vehicle Collision,Unknown,Minor Damage,Police,FL,22,4,2,3,Yes,4732.97,5991.73,0,3,0,3.277770852378182
IL,200,1301.22,58,OTHER,College,Manager,camping,Multi-vehicle Collision,Front,Major Damage,Ambulance,MI,13,3,1,1,No,14305.53,13540.54,0,8,6,10.993936459630193
GA,300,1306.69,66,OTHER,College,Technician,hiking,Parked Car,Rear,Minor Damage,Police,PA,3,4,0,4,Yes,10248.71,13372.99,0,5,4,7.843260451981724
NY,300,928.42,63,OTHER,College,Sales,hiking,Multi-vehicle Collision,Unknown,Total Loss,Fire,NY,2,4,2,0,Yes,18826.89,20794.03,0,3,6,20.278419249908445
TX,600,788.79,42,OTHER,Masters,Clerk,movies,Multi-vehicle Collision,Side,Total Loss,Ambulance,NY,6,1,0,1,Yes,694.39,1227.56,0,3,5,0.8803230264075356
CA,800,1173.69,36,OTHER,Masters,Engineer,camping,Parked Car,Front,Minor Damage,None,NY,4,1,2,5,Yes,16026.97,23645.46,0,2,4,13.655198561800814
OH,300,1301.58,60,OTHER,College,Doctor,hiking,Multi-vehicle Collision,Side,Major Damage,Ambulance,PA,3,3,1,4,Yes,8166.5,13928.94,0,12,2,6.2742973924000065
PA,700,698.55,39,FEMALE,College,Engineer,movies,Multi-vehicle Collision,Front,Major Damage,Fire,TX,7,1,4,5,Yes,6555.95,10779.07,0,6,4,9.385083387015962
IL,1000,798.25,26,MALE,Masters,Teacher,chess,Single Vehicle Collision,Unknown,Major Damage,Ambulance,NY,4,4,2,2,No,8924.18,8261.94,0,6,6,11.179680551205763
TX,800,1053.12,54,MALE,High School,Teacher,camping,Single Vehicle Collision,Front,Major Damage,Police,OH,12,3,4,5,No,10164.73,10523.99,0,12,1,9.652014965056214
NC,300,632.5,48,MALE,College,Technician,yachting,Vehicle Theft,Front,Total Loss,Fire,MI,4,1,1,0,No,10867.15,16869.13,0,5,4,17.181264822134388
CA,800,601.23,18,MALE,High School,Technician,hiking,Vehicle Theft,Front,Major Damage,Ambulance,NC,4,4,3,5,Yes,8847.25,9071.99,0,9,4,14.71525040333982
MI,700,998.91,38,OTHER,Masters,Teacher,reading,Single Vehicle Collision,Rear,Total Loss,Police,GA,1,1,4,4,Yes,13359.25,14792.55,0,8,3,13.37382747194442
CA,1000,1291.38,66,FEMALE,Masters,Technician,movies,Multi-vehicle Collision,Unknown,Total Loss,Ambulance,PA,22,1,4,4,No,2715.36,5165.84,0,9,1,2.102680853040933
GA,600,1305.1,63,OTHER,High School,Manager,reading,Multi-vehicle Collision,Side,Major Damage,Ambulance,NC,23,2,2,0,No,12273.3,12883.78,0,3,2,9.404106964983526
MI,500,1405.9,47,MALE,College,Teacher,hiking,Parked Car,Side,Minor Damage,Ambulance,GA,7,1,1,5,Yes,7737.34,7359.14,0,4,5,5.5034781990184225
TX,1000,1084.86,36,OTHER,High School,Teacher,paintball,Single Vehicle Collision,Front,Major Damage,None,TX,19,1,0,0,Yes,8095.56,11331.59,0,1,0,7.462308500636028
OH,200,845.14,19,OTHER,High School,Manager,chess,Vehicle Theft,Rear,Major Damage,Fire,NY,10,2,4,0,No,7772.59,8153.27,0,4,1,9.196807629505171
TX,400,711.93,24,MALE,High School,Lawyer,camping,Single Vehicle Collision,Rear,Total Loss,Fire,NC,20,4,2,4,Yes,3972.11,4861.99,0,7,3,5.579354711839648
OH,800,1232.18,72,MALE,PhD,Sales,yachting,Vehicle Theft,Rear,Total Loss,Fire,NC,17,4,4,0,No,4829.07,6257.01,0,4,2,3.919127075589605
OH,500,1278.21,50,OTHER,High School,Sales,yachting,Vehicle Theft,Front,Major Damage,Fire,OH,3,4,3,5,No,20527.97,17541.87,0,2,3,16.059935378380704
PA,1000,963.62,50,OTHER,College,Manager,chess,Vehicle Theft,Rear,Minor Damage,None,OH,15,2,4,3,Yes,16901.36,14112.43,1,10,4,17.539445009443558
NY,800,845.21,55,OTHER,Masters,Manager,paintball,Single Vehicle Collision,Front,Major Damage,Ambulance,NY,23,1,4,2,Yes,18941.16,20055.99,1,9,6,22.41000461423788
GA,400,776.08,53,OTHER,Masters,Manager,reading,Parked Car,Side,Total Loss,None,MI,1,3,3,5,Yes,23481.69,24574.76,1,8,5,30.25679053705803
PA,200,735.74,38,FEMALE,PhD,Engineer,chess,Vehicle Theft,Unknown,Minor Damage,None,PA,4,1,4,1,Yes,6869.4,8863.78,0,1,5,9.336722211650855
OH,400,909.23,62,FEMALE,High School,Lawyer,yachting,Multi-vehicle Collision,Front,Total Loss,Fire,IL,4,4,3,3,Yes,13207.56,14990.5,0,8,3,14.526093507693322
TX,700,1089.33,26,OTHER,PhD,Sales,yachting,Single Vehicle Collision,Front,Minor Damage,None,GA,18,1,3,1,No,10847.0,14987.26,0,8,4,9.95749680996576
CA,200,876.0,54,OTHER,College,Manager,reading,Parked Car,Unknown,Minor Damage,Ambulance,NY,13,4,1,2,No,10041.95,12998.14,0,11,5,11.463413242009134
NY,1000,1117.61,41,MALE,Masters,Sales,paintball,Parked Car,Front,Major Damage,Police,CA,0,1,3,5,Yes,15265.84,24256.75,0,5,5,13.65936238938449
PA,1000,1228.21,31,OTHER,Masters,Sales,camping,Single Vehicle Collision,Rear,Total Loss,Ambulance,OH,12,4,3,2,No,7419.86,10851.12,0,8,6,6.0411981664373355
FL,200,754.3,27,OTHER,High School,Lawyer,hiking,Parked Car,Rear,Major Damage,Fire,CA,20,2,1,0,No,4568.33,4372.59,0,2,6,6.056383401829511
CA,600,1218.88,73,FEMALE,College,Sales,hiking,Vehicle Theft,Rear,Major Damage,None,CA,23,2,3,5,No,24294.28,24749.82,0,8,5,19.93164216329745
PA,1000,602.89,41,OTHER,Masters,Manager,chess,Multi-vehicle Collision,Unknown,Total Loss,Police,CA,6,2,1,3,No,12738.07,10931.95,0,8,5,21.128348454942028
CA,500,1002.25,41,FEMALE,PhD,Teacher,reading,Multi-vehicle Collision,Front,Major Damage,None,GA,15,1,2,4,No,11795.29,10720.45,0,9,5,11.768810177101523
IL,300,870.24,60,MALE,PhD,Clerk,paintball,Single Vehicle Collision,Front,Total Loss,Fire,IL,8,2,1,3,No,14571.38,13628.67,0,8,5,16.744093583379296
IL,300,1019.09,30,MALE,College,Doctor,hiking,Parked Car,Unknown,Total Loss,None,NY,20,4,4,1,No,25477.92,23693.82,0,10,4,25.000657449292994
NC,800,1414.16,51,OTHER,High School,Doctor,paintball,Vehicle Theft,Rear,Total Loss,Fire,TX,3,1,2,1,Yes,16781.98,14793.47,0,5,4,11.867101318096962
GA,400,880.32,71,MALE,High School,Sales,paintball,Multi-vehicle Collision,Side,Total Loss,Police,OH,13,2,0,4,Yes,9140.79,13630.37,1,2,0,10.383485550708834
PA,700,1176.36,62,FEMALE,PhD,Manager,paintball,Parked Car,Side,Total Loss,None,CA,14,1,3,0,No,7693.94,9354.4,1,1,4,6.540463803597539
MI,600,1238.87,72,FEMALE,High School,Doctor,movies,Vehicle Theft,Side,Total Loss,Police,CA,18,3,4,1,Yes,11969.42,18562.76,0,9,6,9.661562552971661
IL,500,1267.96,48,OTHER,PhD,Doctor,hiking,Single Vehicle Collision,Rear,Major Damage,Ambulance,PA,6,4,2,4,No,4679.38,8957.61,0,1,6,3.690479194927285
CA,700,935.22,66,OTHER,Masters,Manager,yachting,Parked Car,Side,Major Damage,Ambulance,TX,19,3,0,2,Yes,15976.99,23055.15,0,4,1,17.08367015247749
NY,500,1131.28,56,MALE,Masters,Doctor,paintball,Parked Car,Side,Major Damage,Ambulance,CA,7,4,1,1,Yes,11164.13,11985.3,0,5,5,9.868582490630082
PA,200,963.63,47,MALE,High School,Manager,hiking,Parked Car,Unknown,Minor Damage,None,FL,9,2,4,2,No,12660.43,22556.13,0,5,3,13.1382688376244
FL,200,1316.34,44,FEMALE,Masters,Clerk,chess,Vehicle Theft,Front,Major Damage,None,MI,21,3,2,4,Yes,20160.51,18099.89,0,12,3,15.315579561511463
FL,400,764.66,28,FEMALE,PhD,Sales,movies,Multi-vehicle Collision,Side,Major Damage,None,FL,5,3,3,1,Yes,13546.15,18868.01,1,2,4,17.715259069390317
PA,1000,628.42,41,MALE,High School,Technician,movies,Parked Car,Rear,Minor Damage,None,FL,9,1,3,0,No,16753.7,16669.84,0,3,2,26.66003628146781
PA,1000,1126.06,27,MALE,PhD,Manager,yachting,Parked Car,Unknown,Minor Damage,Ambulance,OH,6,2,4,1,Yes,1904.93,1723.86,0,1,0,1.6916771752837327
GA,500,870.43,49,OTHER,PhD,Doctor,paintball,Single Vehicle Collision,Side,Total Loss,Police,NC,20,4,3,2,No,12361.57,15124.06,1,3,2,14.201681927323277
NY,800,1224.23,53,MALE,High School,Sales,yachting,Vehicle Theft,Front,Total Loss,Police,MI,21,1,0,4,Yes,17734.84,17566.35,0,12,6,14.48652622464733
NY,1000,909.86,45,MALE,PhD,Lawyer,movies,Parked Car,Front,Major Damage,Police,CA,5,3,1,0,Yes,9511.38,10188.69,0,5,3,10.453674191633876
TX,300,622.36,20,OTHER,High School,Clerk,reading,Single Vehicle Collision,Rear,Total Loss,None,MI,10,1,1,5,Yes,3599.59,3203.39,0,10,2,5.783774664181503
IL,200,1424.1,54,FEMALE,Masters,Manager,reading,Vehicle Theft,Rear,Major Damage,Ambulance,CA,17,4,3,5,Yes,6454.91,11846.46,0,10,6,4.532624113475178
NY,800,771.44,74,OTHER,College,Manager,movies,Vehicle Theft,Front,Minor Damage,Police,NY,13,2,4,1,No,6280.78,7923.43,0,4,6,8.141631235092813
TX,500,1137.6,58,MALE,PhD,Engineer,hiking,Vehicle Theft,Rear,Major Damage,None,IL,13,4,2,0,Yes,22613.58,19775.91,1,4,5,19.87832278481013
NC,600,1027.28,69,OTHER,High School,Technician,chess,Single Vehicle Collision,Front,Major Damage,Fire,FL,6,3,1,2,Yes,15841.46,15050.64,0,4,0,15.420781091815279
NC,1000,852.93,25,MALE,Masters,Manager,yachting,Multi-vehicle Collision,Front,Major Damage,Ambulance,GA,5,4,3,3,No,25846.27,24238.8,0,5,1,30.30292052102752
CA,800,1132.81,57,MALE,Masters,Manager,movies,Vehicle Theft,Side,Total Loss,Ambulance,NC,15,2,3,0,No,14286.14,13022.11,1,7,4,12.611241073083747
MI,500,1288.59,38,MALE,High School,Teacher,camping,Parked Car,Side,Total Loss,Police,NY,16,2,0,4,No,20975.91,24457.17,0,8,1,16.278187786650527
OH,600,1350.77,42,MALE,Masters,Manager,movies,Single Vehicle Collision,Side,Minor Damage,Police,IL,13,4,2,1,No,867.37,1416.19,0,1,0,0.6421300443450773
NC,300,634.95,40,FEMALE,College,Lawyer,reading,Parked Car,Side,Total Loss,Police,OH,16,1,4,3,Yes,10904.66,11996.01,0,5,3,17.17404520040948
GA,200,798.48,42,FEMALE,High School,Lawyer,yachting,Multi-vehicle Collision,Side,Major Damage,None,CA,17,3,3,4,No,13086.67,20999.02,0,3,0,16.389477507263802
FL,200,783.45,50,OTHER,High School,Technician,chess,Single Vehicle Collision,Side,Major Damage,Fire,TX,14,4,2,0,No,18070.69,19781.47,0,1,0,23.06553066564554
IL,800,1047.88,38,MALE,Masters,Technician,chess,Multi-vehicle Collision,Front,Total Loss,Ambulance,TX,3,2,4,2,Yes,23033.8,20035.82,0,5,5,21.981333740504635
CA,800,1314.77,25,FEMALE,Masters,Technician,camping,Parked Car,Side,Major Damage,Ambulance,NY,12,2,1,3,Yes,15329.8,12933.58,0,5,3,11.659681921552819
CA,800,1262.64,62,FEMALE,Masters,Technician,camping,Single Vehicle Collision,Unknown,Total Loss,Ambulance,OH,2,3,0,2,No,25549.12,23929.06,0,5,3,20.23468288665019
NY,800,908.13,37,OTHER,College,Doctor,paintball,Vehicle Theft,Side,Total Loss,Ambulance,PA,13,1,0,1,Yes,4862.05,7126.97,0,4,0,5.3539140871901605
GA,800,1474.42,45,OTHER,Masters,Sales,chess,Multi-vehicle Collision,Rear,Minor Damage,Police,OH,10,1,2,5,No,17900.75,18717.23,0,9,3,12.140875734187002
MI,800,1040.97,41,FEMALE,PhD,Sales,paintball,Single Vehicle Collision,Side,Minor Damage,None,FL,8,3,3,0,No,10308.76,13318.13,0,5,4,9.903032748302065
GA,600,856.77,61,OTHER,High School,Engineer,camping,Vehicle Theft,Side,Major Damage,None,CA,17,2,3,1,No,6620.0,12425.09,0,2,2,7.72669444541709
CA,200,1100.68,25,MALE,Masters,Teacher,paintball,Single Vehicle Collision,Rear,Minor Damage,Police,FL,19,3,4,3,Yes,816.44,1446.8,0,9,1,0.7417596394955845
IL,200,681.84,65,FEMALE,College,Clerk,yachting,Multi-vehicle Collision,Rear,Total Loss,Ambulance,CA,5,3,1,3,Yes,1413.91,2563.69,0,2,0,2.0736683092807695
TX,500,1447.63,61,OTHER,PhD,Manager,paintball,Parked Car,Unknown,Major Damage,Fire,OH,18,2,4,1,No,15615.34,14601.91,0,6,3,10.786830889108405
NC,200,655.61,26,FEMALE,College,Lawyer,paintball,Single Vehicle Collision,Unknown,Total Loss,Ambulance,MI,17,1,0,3,Yes,14705.21,24838.02,0,7,1,22.42981345617059
NC,400,1311.96,72,OTHER,High School,Manager,chess,Single Vehicle Collision,Side,Total Loss,Fire,TX,6,2,0,4,No,18505.13,24523.51,0,4,2,14.104949846031891
GA,600,1430.41,54,OTHER,College,Manager,hiking,Single Vehicle Collision,Side,Major Damage,Ambulance,OH,13,4,3,1,No,9653.87,18473.62,0,9,4,6.74902300738949
IL,300,1485.6,29,OTHER,High School,Doctor,hiking,Single Vehicle Collision,Rear,Major Damage,None,IL,18,2,0,0,No,16771.29,16247.35,1,5,0,11.289236672051697
IL,1000,1004.46,62,MALE,PhD,Sales,hiking,Parked Car,Unknown,Major Damage,None,MI,2,1,0,3,Yes,12056.16,12075.8,1,2,4,12.002628277880651
TX,200,1330.37,22,FEMALE,Masters,Manager,movies,Single Vehicle Collision,Unknown,Major Damage,Police,IL,18,3,0,3,No,8242.52,11795.52,0,3,6,6.195659854025573
NY,1000,920.39,64,FEMALE,College,Doctor,reading,Single Vehicle Collision,Rear,Minor Damage,Ambulance,CA,17,1,1,5,No,19128.3,16553.14,0,4,3,20.78282032616608
CA,700,656.08,46,MALE,High School,Engineer,reading,Multi-vehicle Collision,Rear,Minor Damage,Police,OH,14,2,2,4,No,15386.43,14589.9,0,11,3,23.452063772710645
NC,700,1370.84,53,FEMALE,College,Doctor,paintball,Vehicle Theft,Side,Minor Damage,None,GA,8,4,3,1,Yes,23828.53,23315.45,0,7,2,17.382429751101515
IL,800,702.77,36,OTHER,Masters,Teacher,chess,Single Vehicle Collision,Unknown,Total Loss,Police,IL,20,4,4,3,Yes,7814.54,7858.87,0,8,3,11.119626620373664
NY,700,1215.16,73,OTHER,Masters,Doctor,paintball,Vehicle Theft,Rear,Major Damage,Ambulance,MI,20,1,1,3,No,14164.55,13387.13,0,5,5,11.656530827216168
OH,800,1084.0,74,OTHER,High School,Doctor,paintball,Vehicle Theft,Rear,Total Loss,Ambulance,TX,0,3,3,0,Yes,21415.09,20724.6,0,2,5,19.755618081180813
NY,700,742.74,74,OTHER,College,Lawyer,hiking,Single Vehicle Collision,Unknown,Total Loss,Police,PA,15,4,0,5,No,2559.06,4178.68,0,3,6,3.4454317796267873
NY,800,972.03,57,MALE,PhD,Lawyer,hiking,Vehicle Theft,Rear,Minor Damage,Fire,OH,0,3,3,4,Yes,19453.6,17332.68,0,2,0,20.01337407281668
OH,500,830.18,25,MALE,High School,Clerk,hiking,Single Vehicle Collision,Rear,Total Loss,Fire,FL,10,4,0,4,Yes,15008.33,21157.29,0,5,5,18.07840468332169
FL,1000,1400.69,27,MALE,College,Engineer,paintball,Parked Car,Unknown,Total Loss,Fire,TX,14,3,2,3,No,3727.13,3582.94,0,9,5,2.6609242587581834
GA,800,1006.44,74,MALE,College,Doctor,movies,Vehicle Theft,Unknown,Total Loss,Police,TX,4,4,3,5,Yes,7805.93,13097.68,0,12,4,7.755981479273479
TX,800,814.35,50,MALE,College,Engineer,camping,Parked Car,Unknown,Major Damage,Ambulance,CA,3,1,0,2,No,4795.31,5166.14,0,7,6,5.888512310431633
PA,700,830.53,50,FEMALE,Masters,Lawyer,chess,Parked Car,Side,Total Loss,Fire,NY,10,1,4,2,Yes,25498.65,22144.7,0,6,2,30.70166038553695
IL,1000,846.59,27,FEMALE,PhD,Clerk,camping,Parked Car,Front,Total Loss,Fire,IL,14,1,0,3,No,8830.68,7812.45,0,8,5,10.430881536517086
MI,300,1429.15,32,FEMALE,College,Lawyer,paintball,Parked Car,Side,Minor Damage,Fire,FL,5,4,0,4,No,6266.03,5766.13,0,11,0,4.38444529965364
GA,1000,925.33,65,MALE,High School,Clerk,camping,Single Vehicle Collision,Front,Total Loss,Fire,OH,9,2,2,0,No,22336.18,21949.67,0,3,0,24.13861000940205
TX,1000,1375.59,20,FEMALE,College,Doctor,chess,Vehicle Theft,Front,Total Loss,Police,NC,17,4,1,1,No,8503.75,7737.75,0,6,0,6.181892860518032
PA,300,1484.52,42,OTHER,High School,Teacher,yachting,Parked Car,Unknown,Total Loss,Ambulance,FL,7,2,2,3,Yes,4340.67,4292.04,0,10,2,2.9239552178481936
CA,300,1023.98,68,FEMALE,College,Technician,chess,Parked Car,Unknown,Major Damage,Ambulance,TX,0,1,2,1,Yes,7845.97,7888.57,0,1,4,7.662229731049434
TX,500,1434.22,52,MALE,Masters,Technician,chess,Parked Car,Rear,Total Loss,Ambulance,MI,12,2,2,3,No,639.84,948.36,0,11,5,0.44612402560276665
OH,700,702.33,36,MALE,Masters,Clerk,reading,Vehicle Theft,Unknown,Total Loss,Fire,OH,12,3,3,0,No,12538.5,13475.79,1,11,0,17.85271880739823
TX,1000,800.31,25,OTHER,Masters,Lawyer,yachting,Single Vehicle Collision,Side,Total Loss,Fire,TX,11,1,3,5,No,7980.93,11751.26,1,8,3,9.972298234434158
FL,300,1183.1,31,MALE,High School,Engineer,hiking,Multi-vehicle Collision,Rear,Major Damage,Fire,TX,5,3,2,0,Yes,24326.72,21975.42,0,9,5,20.561845997802386
NY,500,616.19,21,OTHER,College,Sales,hiking,Vehicle Theft,Rear,Major Damage,Fire,NY,15,3,1,1,No,18878.93,22532.34,1,12,6,30.63816355344942
IL,1000,1071.74,67,OTHER,PhD,Clerk,reading,Parked Car,Side,Total Loss,Police,MI,8,1,1,1,Yes,13171.46,21282.59,0,6,0,12.289790434247111
PA,1000,685.11,38,FEMALE,High School,Technician,camping,Parked Car,Front,Major Damage,None,NY,9,3,4,1,Yes,9516.89,14278.28,0,3,2,13.891039395133626
NY,200,1236.17,56,FEMALE,College,Sales,hiking,Single Vehicle Collision,Unknown,Total Loss,Ambulance,FL,3,4,2,4,Yes,14559.0,17984.91,0,6,2,11.777506330035513
NY,200,994.14,29,MALE,College,Engineer,movies,Parked Car,Side,Minor Damage,Fire,PA,14,3,2,3,No,23407.61,21055.26,0,6,1,23.545587140644177
TX,600,900.08,41,OTHER,College,Teacher,movies,Multi-vehicle Collision,Front,Total Loss,Fire,FL,12,4,1,4,Yes,7511.02,10687.04,0,1,2,8.344836014576483
PA,400,1296.39,59,OTHER,PhD,Sales,yachting,Single Vehicle Collision,Unknown,Minor Damage,Fire,FL,15,4,1,3,No,4820.48,4210.66,1,12,1,3.7183872137242644
OH,600,852.6,61,MALE,High School,Lawyer,yachting,Multi-vehicle Collision,Unknown,Minor Damage,Fire,OH,4,1,1,0,Yes,14604.07,21336.19,0,5,2,17.128864649308
CA,300,1029.7,57,OTHER,PhD,Lawyer,movies,Parked Car,Front,Minor Damage,Police,CA,14,1,4,5,Yes,10429.25,13990.24,0,10,4,10.128435466640768
NC,800,693.04,30,MALE,Masters,Doctor,movies,Multi-vehicle Collision,Front,Minor Damage,Ambulance,FL,15,4,2,1,No,6852.66,8818.17,0,6,6,9.887827542421794
CA,500,1192.78,73,MALE,PhD,Teacher,camping,Vehicle Theft,Unknown,Major Damage,Ambulance,TX,18,3,4,2,No,11996.34,12620.29,0,12,5,10.057462398765908
CA,300,1123.06,25,OTHER,PhD,Teacher,camping,Multi-vehicle Collision,Rear,Major Damage,None,CA,9,4,4,3,Yes,418.01,807.02,0,4,5,0.3722062935194914
NC,300,896.7,42,OTHER,PhD,Teacher,paintball,Parked Car,Rear,Major Damage,Ambulance,FL,4,4,0,5,No,10854.06,14718.34,0,11,4,12.104449648711942
IL,400,1261.95,53,OTHER,College,Clerk,camping,Single Vehicle Collision,Rear,Minor Damage,Ambulance,GA,9,4,4,5,Yes,12497.62,22857.41,0,6,4,9.903419311383177
NC,700,836.33,71,MALE,PhD,Engineer,reading,Single Vehicle Collision,Front,Total Loss,Police,TX,7,1,2,1,Yes,2518.85,2593.01,0,2,1,3.011789604581923
NC,200,662.03,70,FEMALE,College,Engineer,hiking,Parked Car,Rear,Total Loss,None,PA,20,1,0,2,No,4805.61,4143.18,0,3,4,7.25890065404891
PA,600,783.75,49,MALE,PhD,Doctor,movies,Vehicle Theft,Unknown,Total Loss,None,MI,16,1,3,4,No,7470.6,12266.79,0,11,1,9.531866028708134
GA,400,950.34,60,OTHER,Masters,Sales,movies,Vehicle Theft,Side,Minor Damage,None,MI,9,4,0,1,No,20454.33,20042.77,0,3,3,21.523170654713052
FL,700,1211.7,19,MALE,PhD,Teacher,camping,Single Vehicle Collision,Unknown,Major Damage,Fire,CA,15,4,2,0,Yes,4152.99,4480.13,0,6,6,3.4274077742015345
IL,1000,647.86,56,MALE,High School,Engineer,reading,Multi-vehicle Collision,Unknown,Total Loss,Police,FL,10,3,0,3,No,4581.76,5484.36,0,8,4,7.072145216559133
TX,300,843.44,28,OTHER,Masters,Engineer,paintball,Parked Car,Unknown,Total Loss,None,MI,3,1,3,5,Yes,2213.09,2222.99,0,1,5,2.6238855164564168
IL,700,964.9,25,OTHER,PhD,Clerk,movies,Single Vehicle Collision,Unknown,Major Damage,Police,CA,2,1,2,5,No,3847.73,3735.68,0,8,4,3.98769820706809
CA,200,1042.08,61,MALE,High School,Technician,chess,Vehicle Theft,Rear,Major Damage,Ambulance,OH,20,2,2,4,Yes,3612.21,6240.26,0,4,4,3.466346153846154
TX,800,894.71,60,MALE,High School,Lawyer,chess,Vehicle Theft,Rear,Minor Damage,None,IL,22,1,2,0,Yes,15751.8,24883.94,0,3,5,17.605481105609638
FL,500,1359.83,65,FEMALE,High School,Clerk,hiking,Vehicle Theft,Rear,Minor Damage,Ambulance,MI,9,4,1,5,Yes,24335.34,23697.87,0,1,2,17.895869336608254
CA,1000,662.72,53,MALE,College,Lawyer,hiking,Multi-vehicle Collision,Front,Total Loss,Ambulance,OH,7,2,4,2,No,10499.34,16058.08,0,3,6,15.84279937228392
TX,600,1474.41,37,OTHER,College,Engineer,hiking,Parked Car,Rear,Minor Damage,None,CA,12,4,1,2,Yes,4527.85,6051.6,0,8,1,3.0709571964378974
PA,300,1438.11,67,OTHER,PhD,Manager,reading,Single Vehicle Collision,Front,Major Damage,Police,IL,9,2,4,2,No,18307.0,17563.33,0,4,5,12.729902441398782
GA,800,1083.95,67,OTHER,College,Teacher,chess,Parked Car,Unknown,Minor Damage,Police,PA,2,4,1,3,Yes,12021.13,10841.95,0,7,4,11.090114857696387
FL,300,1295.22,66,OTHER,High School,Clerk,movies,Vehicle Theft,Front,Major Damage,Police,OH,8,2,1,5,Yes,17914.97,16949.02,0,5,1,13.83160389740739
MI,800,1479.82,42,MALE,College,Teacher,reading,Single Vehicle Collision,Rear,Major Damage,Fire,NY,5,2,3,4,No,14809.23,23769.23,0,6,2,10.007453609222743
OH,600,1176.54,62,FEMALE,PhD,Sales,camping,Parked Car,Rear,Total Loss,None,TX,14,1,4,5,No,6436.09,5432.15,1,7,1,5.470353749128802
NC,600,911.7,38,FEMALE,College,Lawyer,yachting,Vehicle Theft,Unknown,Major Damage,Police,TX,10,1,2,0,No,8112.32,15509.67,0,10,1,8.898014697817263
OH,300,1413.86,43,OTHER,High School,Teacher,reading,Vehicle Theft,Rear,Minor Damage,Fire,NY,4,1,4,3,Yes,6245.33,9419.98,0,12,3,4.417219526685811
NY,400,805.44,41,FEMALE,Masters,Technician,yachting,Vehicle Theft,Rear,Total Loss,None,TX,10,2,3,3,Yes,19858.24,19455.27,0,2,0,24.655145013905443
GA,300,1255.21,35,OTHER,Masters,Manager,reading,Single Vehicle Collision,Side,Minor Damage,Ambulance,FL,23,1,3,4,Yes,11454.52,22853.35,0,3,3,9.125580580141968
MI,200,1272.72,47,FEMALE,College,Engineer,yachting,Single Vehicle Collision,Side,Minor Damage,Fire,CA,16,3,4,4,Yes,23050.46,22866.13,0,4,5,18.111179206738324
MI,300,973.48,74,FEMALE,Masters,Teacher,paintball,Single Vehicle Collision,Side,Minor Damage,None,NC,18,3,0,0,Yes,15608.66,19581.02,0,2,6,16.033878456670912
TX,400,898.12,54,OTHER,Masters,Clerk,chess,Single Vehicle Collision,Side,Major Damage,Fire,PA,14,2,2,5,Yes,12519.82,13913.23,0,5,2,13.940030285485236
GA,800,1183.41,21,OTHER,PhD,Teacher,hiking,Vehicle Theft,Rear,Major Damage,Ambulance,FL,15,3,1,1,No,19983.36,17300.32,0,8,3,16.886252439982762
FL,300,735.71,75,MALE,High School,Sales,chess,Single Vehicle Collision,Unknown,Minor Damage,Ambulance,TX,16,3,0,1,Yes,16413.24,17451.21,0,2,1,22.30938821002841
IL,1000,881.84,21,FEMALE,Masters,Technician,camping,Single Vehicle Collision,Front,Minor Damage,Fire,CA,13,4,1,2,No,4810.51,7020.61,0,9,3,5.455082554658442
OH,600,657.07,67,OTHER,High School,Manager,chess,Single Vehicle Collision,Rear,Minor Damage,Ambulance,MI,8,4,1,1,No,12158.81,19304.59,0,7,6,18.504588552209047
FL,200,1463.01,42,MALE,High School,Lawyer,chess,Multi-vehicle Collision,Rear,Minor Damage,Fire,TX,14,1,0,1,Yes,13514.71,13709.32,0,8,0,9.237606031401015
NC,800,1406.77,73,OTHER,High School,Technician,camping,Single Vehicle Collision,Rear,Total Loss,Police,OH,4,1,4,2,No,6519.03,6015.81,1,10,6,4.634041101246117
